0, 0, Header, 1, 11, 480
1, 0, Start_track
1, 0, Title_t, "Sonate Nr. 23 Op. 57"
1, 0, Title_t, "Appassionata"
1, 0, Copyright_t, "Copyright © 2001 by Bernd Krueger"
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Andante con moto"
1, 0, Text_t, "Fertiggestellt am 22.10.2001\012"
1, 0, Text_t, "Normierung: 23.12.2002\012"
1, 0, Text_t, "Update: 25.7.2012\012"
1, 0, Text_t, "Dauer: 6:13 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, -5, "major"
1, 0, Tempo, 1419782
1, 0, Marker_t, "Teil 1"
1, 480, Tempo, 1447527
1, 960, Tempo, 1295896
1, 1680, Tempo, 1370802
1, 1920, Tempo, 1419782
1, 2400, Tempo, 1355320
1, 2880, Tempo, 1132075
1, 3240, Tempo, 1256545
1, 3360, Tempo, 1314348
1, 3600, Tempo, 1361470
1, 3720, Tempo, 1610306
1, 3840, Tempo, 1361470
1, 4320, Tempo, 1545595
1, 4800, Tempo, 1216792
1, 5280, Tempo, 1419782
1, 6240, Tempo, 1466276
1, 6720, Tempo, 1314348
1, 6920, Tempo, 1361470
1, 7080, Tempo, 1566171
1, 7140, Tempo, 1545595
1, 7200, Tempo, 1361470
1, 7680, Tempo, 1419782
1, 7680, Marker_t, "Teil 1 Wiederholung"
1, 8160, Tempo, 1466276
1, 8640, Tempo, 1295896
1, 9120, Tempo, 1224490
1, 9360, Tempo, 1318681
1, 9600, Tempo, 1419782
1, 10080, Tempo, 1355320
1, 10560, Tempo, 1132075
1, 10920, Tempo, 1200000
1, 11040, Tempo, 1314348
1, 11280, Tempo, 1361470
1, 11400, Tempo, 1610306
1, 11520, Tempo, 1318681
1, 12000, Tempo, 1578947
1, 12480, Tempo, 1216792
1, 12960, Tempo, 1419782
1, 13920, Tempo, 1466276
1, 14400, Tempo, 1314348
1, 14600, Tempo, 1361470
1, 14760, Tempo, 1566171
1, 14820, Tempo, 1545595
1, 14880, Tempo, 1361470
1, 15360, Tempo, 1419782
1, 15360, Marker_t, "Teil 2"
1, 15840, Tempo, 1345291
1, 16200, Tempo, 1610306
1, 16320, Tempo, 1377727
1, 16680, Tempo, 1299264
1, 16800, Tempo, 1429252
1, 17040, Tempo, 1370802
1, 17280, Tempo, 1419782
1, 17760, Tempo, 1345291
1, 18120, Tempo, 1610306
1, 18240, Tempo, 1377727
1, 18480, Tempo, 1610306
1, 18600, Tempo, 1411765
1, 18720, Tempo, 1299264
1, 18840, Tempo, 1394700
1, 18960, Tempo, 1466276
1, 19200, Tempo, 1419782
1, 19680, Tempo, 1466276
1, 20040, Tempo, 1610306
1, 20160, Tempo, 1377727
1, 20400, Tempo, 1466276
1, 20520, Tempo, 1411765
1, 20640, Tempo, 1284797
1, 20760, Tempo, 1361470
1, 20880, Tempo, 1370802
1, 21120, Tempo, 1429252
1, 21600, Tempo, 1466276
1, 22080, Tempo, 1314348
1, 22280, Tempo, 1361470
1, 22440, Tempo, 1566171
1, 22500, Tempo, 1545595
1, 22560, Tempo, 1361470
1, 23040, Tempo, 1419782
1, 23043, Marker_t, "Teil 2 Wiederholung"
1, 23520, Tempo, 1345291
1, 23880, Tempo, 1610306
1, 24000, Tempo, 1411765
1, 24360, Tempo, 1333333
1, 24480, Tempo, 1429252
1, 24720, Tempo, 1370802
1, 24960, Tempo, 1419782
1, 25440, Tempo, 1345291
1, 25800, Tempo, 1610306
1, 25920, Tempo, 1377727
1, 26160, Tempo, 1610306
1, 26280, Tempo, 1445783
1, 26400, Tempo, 1299264
1, 26520, Tempo, 1394700
1, 26640, Tempo, 1466276
1, 26880, Tempo, 1419782
1, 27360, Tempo, 1466276
1, 27720, Tempo, 1643836
1, 27840, Tempo, 1481481
1, 28080, Tempo, 1466276
1, 28200, Tempo, 1411765
1, 28320, Tempo, 1284797
1, 28440, Tempo, 1361470
1, 28560, Tempo, 1370802
1, 28800, Tempo, 1429252
1, 29280, Tempo, 1466276
1, 29760, Tempo, 1314348
1, 29960, Tempo, 1361470
1, 30120, Tempo, 1566171
1, 30180, Tempo, 1545595
1, 30240, Tempo, 1361470
1, 30720, Tempo, 1299264
1, 30720, Marker_t, "Teil 3"
1, 30960, Tempo, 1411765
1, 31200, Tempo, 1314348
1, 31440, Tempo, 1361470
1, 31680, Tempo, 1256545
1, 31920, Tempo, 1284797
1, 32400, Tempo, 1329787
1, 32640, Tempo, 1270648
1, 32880, Tempo, 1329787
1, 33120, Tempo, 1284797
1, 33360, Tempo, 1243008
1, 33580, Tempo, 1154957
1, 33680, Tempo, 1166861
1, 33780, Tempo, 1178782
1, 33860, Tempo, 1190949
1, 33960, Tempo, 1203611
1, 34040, Tempo, 1216545
1, 34140, Tempo, 1229508
1, 34220, Tempo, 1243008
1, 34320, Tempo, 1256545
1, 34560, Tempo, 1243008
1, 34800, Tempo, 1329787
1, 35040, Tempo, 1284797
1, 35280, Tempo, 1361470
1, 35520, Tempo, 1256545
1, 35760, Tempo, 1284797
1, 36240, Tempo, 1329787
1, 36480, Tempo, 1270648
1, 36720, Tempo, 1329787
