0, 0, Header, 1, 11, 480
1, 0, Start_track
1, 0, Title_t, "Sonate Nr. 23 Op. 57"
1, 0, Title_t, "Appassionata"
1, 0, Copyright_t, "Copyright © 2001 by Bernd Krueger"
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Allegro assai"
1, 0, Text_t, "Fertiggestellt am 26.9.2001\012"
1, 0, Text_t, "Update am 23.10.01\012"
1, 0, Text_t, "Normierung: 23.12.2002\012"
1, 0, Text_t, "Update am 21.7.2012\012"
1, 0, Text_t, "Dauer: 9:22 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 12, 3, 12, 8
1, 0, Key_signature, -4, "major"
1, 0, Tempo, 361816
1, 2160, Tempo, 383779
1, 2400, Tempo, 435667
1, 2760, Tempo, 546398
1, 2880, Tempo, 370966
1, 5280, Tempo, 389130
1, 5640, Tempo, 429707
1, 5760, Tempo, 352195
1, 6480, Tempo, 370966
1, 6720, Tempo, 376813
1, 7080, Tempo, 406201
1, 7200, Tempo, 370966
1, 7680, Tempo, 391901
1, 7920, Tempo, 370966
1, 9840, Tempo, 397483
1, 10080, Tempo, 346821
1, 10120, Tempo, 345821
1, 10160, Tempo, 344828
1, 10180, Tempo, 343840
1, 10220, Tempo, 342857
1, 10260, Tempo, 341880
1, 10280, Tempo, 340909
1, 10320, Tempo, 339943
1, 10360, Tempo, 338983
1, 10380, Tempo, 338028
1, 10420, Tempo, 337079
1, 10460, Tempo, 336134
1, 10480, Tempo, 335196
1, 10520, Tempo, 334262
1, 10540, Tempo, 333333
1, 10560, Tempo, 334262
1, 10600, Tempo, 335196
1, 10680, Tempo, 336134
1, 10720, Tempo, 337079
1, 10760, Tempo, 338028
1, 10840, Tempo, 338983
1, 10880, Tempo, 339943
1, 10920, Tempo, 340909
1, 11000, Tempo, 341880
1, 11020, Tempo, 341880
1, 11040, Tempo, 347826
1, 11060, Tempo, 353982
1, 11080, Tempo, 360360
1, 11100, Tempo, 366972
1, 11120, Tempo, 373832
1, 11140, Tempo, 382166
1, 11160, Tempo, 421556
1, 11400, Tempo, 461858
1, 13680, Tempo, 383779
1, 13920, Tempo, 408497
1, 14280, Tempo, 544119
1, 14400, Tempo, 370966
1, 15840, Tempo, 383779
1, 16800, Tempo, 396170
1, 17160, Tempo, 429707
1, 17280, Tempo, 352195
1, 18000, Tempo, 370966
1, 18240, Tempo, 373576
1, 18600, Tempo, 406201
1, 18720, Tempo, 370966
1, 19200, Tempo, 391901
1, 19440, Tempo, 370966
1, 21360, Tempo, 397483
1, 21580, Tempo, 347826
1, 21600, Tempo, 353982
1, 21640, Tempo, 352941
1, 21660, Tempo, 351906
1, 21680, Tempo, 350877
1, 21700, Tempo, 349854
1, 21720, Tempo, 348837
1, 21740, Tempo, 347826
1, 21760, Tempo, 346821
1, 21800, Tempo, 345821
1, 21820, Tempo, 344828
1, 21840, Tempo, 343840
1, 21860, Tempo, 342857
1, 21880, Tempo, 341880
1, 21900, Tempo, 340909
1, 21920, Tempo, 339943
1, 21960, Tempo, 338983
1, 21980, Tempo, 338028
1, 22000, Tempo, 337079
1, 22020, Tempo, 336134
1, 22040, Tempo, 335196
1, 22060, Tempo, 334262
1, 22080, Tempo, 333333
1, 22100, Tempo, 334262
1, 22120, Tempo, 333333
1, 22200, Tempo, 334262
1, 22240, Tempo, 335196
1, 22280, Tempo, 336134
1, 22320, Tempo, 337079
1, 22400, Tempo, 338028
1, 22440, Tempo, 338983
1, 22480, Tempo, 339943
1, 22500, Tempo, 341880
1, 22520, Tempo, 345821
1, 22540, Tempo, 350877
1, 22560, Tempo, 355030
1, 22580, Tempo, 360360
1, 22600, Tempo, 365854
1, 22620, Tempo, 370370
1, 22640, Tempo, 376176
1, 22660, Tempo, 382166
1, 22680, Tempo, 421556
1, 22920, Tempo, 461858
1, 23040, Tempo, 372532
1, 25920, Tempo, 370416
1, 27120, Tempo, 397483
1, 27360, Tempo, 338983
1, 27440, Tempo, 338028
1, 27520, Tempo, 337079
1, 27560, Tempo, 336134
1, 27640, Tempo, 335196
1, 27680, Tempo, 334262
1, 27760, Tempo, 333333
1, 27800, Tempo, 332410
1, 27880, Tempo, 333333
1, 27920, Tempo, 334262
1, 28000, Tempo, 335196
1, 28040, Tempo, 336134
1, 28080, Tempo, 337079
1, 28100, Tempo, 337079
1, 28160, Tempo, 338028
1, 28200, Tempo, 338983
1, 28240, Tempo, 339943
1, 28260, Tempo, 343840
1, 28280, Tempo, 347826
1, 28300, Tempo, 351906
1, 28320, Tempo, 356083
1, 28340, Tempo, 361446
1, 28360, Tempo, 365854
1, 28380, Tempo, 370370
1, 28400, Tempo, 375000
1, 28420, Tempo, 380952
1, 28440, Tempo, 421556
1, 28680, Tempo, 461858
1, 28800, Tempo, 345085
1, 29520, Tempo, 397351
1, 29560, Tempo, 376176
1, 29760, Tempo, 380952
1, 30000, Tempo, 385852
1, 30240, Tempo, 372532
1, 31680, Tempo, 370416
1, 32880, Tempo, 397483
1, 33100, Tempo, 378549
1, 33120, Tempo, 334262
1, 33200, Tempo, 333333
1, 33280, Tempo, 332410
1, 33360, Tempo, 331492
1, 33440, Tempo, 330579
