0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Title_t, "Sonate Les adieux 1. Satz"
1, 0, Copyright_t, "Copyright © 2007 by Bernd Krueger"
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Adagio"
1, 0, Text_t, "Erstellt: 3.2.2008\012"
1, 0, Text_t, "Update: 6.8.2012\012"
1, 0, Text_t, "Dauer: 5:42 Minuten\012"
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 1677383
1, 0, Marker_t, "Adagio"
1, 480, Tempo, 1841621
1, 960, Tempo, 1656543
1, 1920, Tempo, 1656543
1, 2640, Tempo, 1488095
1, 2700, Tempo, 1558442
1, 2760, Tempo, 1439539
1, 2820, Tempo, 1677383
1, 2880, Tempo, 1767305
1, 3120, Tempo, 1656543
1, 3240, Tempo, 1815981
1, 3360, Tempo, 1615944
1, 3600, Tempo, 1577287
1, 3720, Tempo, 1867995
1, 3840, Tempo, 1767305
1, 4080, Tempo, 1656543
1, 4200, Tempo, 1815981
1, 4560, Tempo, 1980198
1, 4800, Tempo, 1950585
1, 5040, Tempo, 1791580
1, 5280, Tempo, 1841621
1, 5580, Tempo, 1950585
1, 5600, Tempo, 2085506
1, 5680, Tempo, 2635046
1, 5760, Tempo, 1677383
1, 6240, Tempo, 1841621
1, 6720, Tempo, 1656543
1, 7680, Tempo, 1656543
1, 8400, Tempo, 1488095
1, 8460, Tempo, 1558442
1, 8520, Tempo, 1439539
1, 8580, Tempo, 1677383
1, 8640, Tempo, 1767305
1, 8880, Tempo, 1656543
1, 9000, Tempo, 1815981
1, 9120, Tempo, 1615944
1, 9360, Tempo, 1488095
1, 9420, Tempo, 1558442
1, 9480, Tempo, 1439539
1, 9540, Tempo, 1677383
1, 9600, Tempo, 1767305
1, 9840, Tempo, 1656543
1, 9960, Tempo, 1815981
1, 10080, Tempo, 1831502
1, 10560, Tempo, 1735107
1, 11400, Tempo, 2028398
1, 11520, Tempo, 1712329
1, 12120, Tempo, 1735107
1, 12360, Tempo, 2028398
1, 12480, Tempo, 1712329
1, 13080, Tempo, 1735107
1, 13320, Tempo, 1857010
1, 13440, Tempo, 1712329
1, 14040, Tempo, 1735107
1, 14280, Tempo, 1857010
1, 14400, Tempo, 1712329
1, 15360, Time_signature, 4, 3, 12, 8
1, 15360, Tempo, 485830
1, 15360, Marker_t, "Allegro"
1, 16080, Tempo, 428571
1, 16200, Tempo, 493827
1, 16320, Tempo, 487805
1, 16560, Tempo, 425532
1, 16680, Tempo, 497925
1, 16800, Tempo, 487805
1, 17040, Tempo, 425532
1, 17160, Tempo, 512821
1, 17280, Tempo, 497925
1, 17760, Tempo, 485830
1, 18720, Tempo, 491803
1, 18960, Tempo, 512821
1, 19200, Tempo, 483871
1, 19920, Tempo, 500000
1, 20160, Tempo, 483871
1, 20880, Tempo, 483871
1, 21840, Tempo, 506329
1, 22080, Tempo, 480000
1, 22800, Tempo, 502092
1, 23040, Tempo, 483871
1, 23760, Tempo, 500000
1, 24000, Tempo, 483871
1, 24720, Tempo, 483871
1, 25680, Tempo, 506329
1, 25920, Tempo, 480000
1, 26640, Tempo, 502092
1, 27000, Tempo, 483871
1, 27720, Tempo, 515021
1, 27840, Tempo, 500000
1, 28315, Tempo, 487805
1, 28435, Tempo, 489796
1, 28555, Tempo, 491803
1, 28675, Tempo, 493827
1, 28795, Tempo, 495868
1, 29280, Tempo, 487805
1, 29395, Tempo, 489796
1, 29515, Tempo, 491803
1, 29635, Tempo, 493827
1, 29755, Tempo, 495868
1, 30007, Tempo, 485830
1, 30247, Tempo, 487805
1, 30487, Tempo, 489796
1, 30712, Tempo, 489796
1, 30877, Tempo, 487805
1, 31042, Tempo, 485830
1, 31207, Tempo, 483871
1, 31357, Tempo, 481928
1, 31387, Tempo, 480000
1, 31417, Tempo, 481928
1, 31447, Tempo, 483871
1, 31477, Tempo, 485830
1, 31507, Tempo, 487805
1, 31522, Tempo, 489796
1, 31552, Tempo, 491803
1, 31582, Tempo, 493827
1, 31612, Tempo, 495868
1, 31642, Tempo, 497925
1, 31657, Tempo, 500000
1, 32160, Tempo, 568720
1, 32640, Tempo, 495868
1, 33360, Tempo, 515021
1, 33600, Tempo, 493827
1, 33840, Tempo, 481928
1, 34440, Tempo, 634921
1, 34560, Tempo, 495868
1, 35280, Tempo, 515021
1, 35520, Tempo, 493827
1, 35760, Tempo, 481928
1, 36360, Tempo, 652174
1, 36480, Tempo, 489796
1, 36720, Tempo, 481928
1, 37320, Tempo, 652174
1, 37440, Tempo, 489796
1, 37680, Tempo, 481928
1, 38280, Tempo, 652174
1, 38400, Tempo, 489796
1, 38640, Tempo, 481928
1, 38760, Tempo, 568720
1, 38880, Tempo, 489796
1, 39120, Tempo, 481928
1, 39240, Tempo, 571429
1, 39360, Tempo, 489796
1, 39600, Tempo, 481928
1, 39720, Tempo, 566038
