0, 0, Header, 1, 9, 480
1, 0, Start_track
1, 0, Title_t, "Beethoven Sonata No. 8 in C minor ""Pathetique"""
1, 0, Title_t, "1. Movement"
1, 0, Copyright_t, "Copyright © 2003 by Bernd Krueger "
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Grave"
1, 0, Text_t, "Fertiggestellt am  30.12.2003\012"
1, 0, Text_t, "Update am  15.12.2011  Fehlerkorrektur, Einfügen eines Pedal Tracks\012"
1, 0, Text_t, "Update am 15.5.2012\012"
1, 0, Text_t, "Dauer: 9:22 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 4, 1, 48, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 1500000
1, 0, Marker_t, "Grave"
1, 1800, Tempo, 1764706
1, 1920, Tempo, 1643836
1, 2880, Tempo, 1500000
1, 5640, Tempo, 1739130
1, 5760, Tempo, 1643836
1, 6720, Tempo, 1500000
1, 9120, Tempo, 1538462
1, 9480, Tempo, 1666667
1, 9600, Tempo, 1600000
1, 10560, Tempo, 1500000
1, 11040, Tempo, 1600000
1, 11520, Tempo, 1500000
1, 12480, Tempo, 1428571
1, 12960, Tempo, 1643836
1, 13440, Tempo, 1411765
1, 13920, Tempo, 1500000
1, 14400, Tempo, 1690141
1, 14520, Tempo, 1518987
1, 14560, Tempo, 1500000
1, 14580, Tempo, 1481481
1, 14600, Tempo, 1481481
1, 14680, Tempo, 1463415
1, 14720, Tempo, 1445783
1, 14760, Tempo, 1428571
1, 14800, Tempo, 1411765
1, 14840, Tempo, 1395349
1, 14880, Tempo, 1411765
1, 14920, Tempo, 1445783
1, 14960, Tempo, 1481481
1, 15000, Tempo, 1518987
1, 15040, Tempo, 1558442
1, 15080, Tempo, 1600000
1, 15120, Tempo, 1621622
1, 15140, Tempo, 1643836
1, 15160, Tempo, 1666667
1, 15180, Tempo, 1690141
1, 15200, Tempo, 1714286
1, 15220, Tempo, 1764706
1, 15240, Tempo, 1791045
1, 15260, Tempo, 1818182
1, 15280, Tempo, 1846154
1, 15300, Tempo, 1875000
1, 15320, Tempo, 1935484
1, 15360, Tempo, 1500000
1, 17160, Tempo, 1666667
1, 17280, Tempo, 1500000
1, 18240, Tempo, 1445783
1, 19080, Tempo, 1558442
1, 19200, Tempo, 1500000
1, 21000, Tempo, 1666667
1, 21120, Tempo, 1500000
1, 22080, Tempo, 1445783
1, 23040, Tempo, 1481481
1, 24840, Tempo, 1666667
1, 24960, Tempo, 1500000
1, 25440, Tempo, 1445783
1, 25920, Tempo, 1463415
1, 26160, Tempo, 1445783
1, 26360, Tempo, 1428571
1, 26560, Tempo, 1411765
1, 26640, Tempo, 1481481
1, 26880, Tempo, 1463415
1, 27360, Tempo, 1395349
1, 27840, Tempo, 1395349
1, 28080, Tempo, 1428571
1, 28320, Tempo, 1428571
1, 28680, Tempo, 1600000
1, 28800, Tempo, 1428571
1, 29520, Tempo, 1428571
1, 29720, Tempo, 1363636
1, 30240, Tempo, 1445783
1, 30480, Tempo, 1714286
1, 30720, Tempo, 1428571
1, 31680, Tempo, 1445783
1, 31920, Tempo, 1538462
1, 32160, Tempo, 1600000
1, 32400, Tempo, 1739130
1, 32640, Tempo, 1481481
1, 33600, Tempo, 1428571
1, 34560, Time_signature, 9, 2, 24, 8
1, 35520, Tempo, 1463415
1, 35640, Tempo, 1518987
1, 35760, Tempo, 1558442
1, 36000, Tempo, 1578947
1, 36240, Tempo, 1764706
1, 36480, Tempo, 1643836
1, 36720, Tempo, 1463415
1, 37000, Tempo, 1411765
1, 37400, Tempo, 740741
1, 37440, Tempo, 736196
1, 37520, Tempo, 736196
1, 37600, Tempo, 731707
1, 37680, Tempo, 727273
1, 37760, Tempo, 722892
1, 37880, Tempo, 718563
1, 37960, Tempo, 714286
1, 38040, Tempo, 710059
1, 38120, Tempo, 705882
1, 38160, Tempo, 710059
1, 38200, Tempo, 718563
1, 38240, Tempo, 722892
1, 38280, Tempo, 731707
1, 38320, Tempo, 736196
1, 38360, Tempo, 745342
1, 38400, Tempo, 1411765
1, 38860, Tempo, 444444
1, 38880, Time_signature, 4, 3, 12, 8
1, 38880, Tempo, 410004
1, 38880, Marker_t, "Allegro di molto e con brio"
1, 38940, Tempo, 408469
1, 39000, Tempo, 407000
1, 39060, Tempo, 405488
1, 39120, Tempo, 403986
1, 39180, Tempo, 402522
1, 39240, Tempo, 401070
1, 39300, Tempo, 399600
1, 39360, Tempo, 398168
1, 39420, Tempo, 396720
1, 39480, Tempo, 395309
1, 39540, Tempo, 393908
1, 39600, Tempo, 392490
1, 39660, Tempo, 391083
1, 39720, Tempo, 389737
1, 40080, Tempo, 384615
1, 40560, Tempo, 390879
1, 40800, Tempo, 414594
1, 41040, Tempo, 389737
1, 42000, Tempo, 385852
1, 42720, Tempo, 396720
1, 42960, Tempo, 392516
1, 43440, Tempo, 403986
1, 43680, Tempo, 395205
1, 44400, Tempo, 402037
