0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Title_t, "Hammerklaviersonate 4. Satz"
1, 0, Copyright_t, "Copyright © 2008 by Bernd Krueger"
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Largo - Allegro"
1, 0, Text_t, "Erstellt: 15.8.2008\012"
1, 0, Text_t, "Update: 28.8.2012\012"
1, 0, Text_t, "Dauer: 10:43 Minuten\012"
1, 0, Text_t, "Takt 1-8: Doppelt so lange Notierung. Dies betrifft ebenfalls die Takte 15-25.\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -1, "major"
1, 0, Tempo, 1093294
1, 480, Tempo, 1124016
1, 600, Tempo, 1279863
1, 720, Tempo, 3778338
1, 960, Tempo, 5714286
1, 1080, Tempo, 1156515
1, 3840, Key_signature, -2, "major"
1, 4320, Tempo, 2727273
1, 4560, Tempo, 1175549
1, 4680, Tempo, 1175549
1, 4920, Tempo, 1120657
1, 5040, Tempo, 1113586
1, 5640, Tempo, 1227496
1, 5760, Time_signature, 6, 2, 24, 8
1, 5760, Tempo, 1124016
1, 6600, Tempo, 1202887
1, 6720, Tempo, 1113586
1, 7680, Tempo, 1179245
1, 7920, Tempo, 1124016
1, 8160, Tempo, 1145475
1, 8400, Tempo, 1253133
1, 8580, Tempo, 1399254
1, 8640, Time_signature, 3, 2, 24, 8
1, 8640, Tempo, 1179245
1, 9000, Tempo, 1383126
1, 9300, Tempo, 1167770
1, 9600, Tempo, 1307759
1, 9960, Tempo, 1643836
1, 10080, Time_signature, 6, 2, 24, 8
1, 10080, Key_signature, 5, "major"
1, 10080, Tempo, 7058824
1, 10200, Tempo, 795967
1, 10560, Tempo, 784929
1, 10752, Tempo, 779828
1, 10925, Tempo, 774793
1, 11117, Tempo, 769823
1, 11290, Tempo, 764916
1, 11462, Tempo, 760071
1, 12840, Tempo, 822594
1, 12960, Tempo, 764331
1, 13080, Tempo, 740741
1, 13800, Tempo, 805369
1, 13920, Tempo, 740741
1, 14760, Tempo, 800000
1, 14880, Tempo, 736196
1, 15240, Tempo, 805369
1, 15360, Tempo, 740741
1, 15840, Time_signature, 4, 2, 24, 8
1, 15859, Tempo, 723415
1, 15878, Tempo, 736739
1, 15898, Tempo, 750563
1, 15917, Tempo, 764916
1, 15936, Tempo, 779828
1, 15955, Tempo, 795334
1, 15974, Tempo, 811469
1, 15994, Tempo, 828272
1, 16013, Tempo, 845785
1, 16032, Tempo, 870322
1, 16051, Tempo, 889680
1, 16070, Tempo, 909918
1, 16090, Tempo, 931099
1, 16109, Tempo, 953289
1, 16128, Tempo, 976563
1, 16147, Tempo, 1001001
1, 16166, Tempo, 1035554
1, 16186, Tempo, 1063076
1, 16205, Tempo, 1092100
1, 16224, Tempo, 1122754
1, 16243, Tempo, 1155179
1, 16262, Tempo, 1189532
1, 16282, Tempo, 1225991
1, 16301, Tempo, 1278228
1, 16320, Tempo, 3636364
1, 16680, Tempo, 1082251
1, 17640, Tempo, 2734731
1, 17760, Tempo, 618302
1, 17880, Tempo, 521558
1, 18000, Tempo, 510465
1, 18240, Tempo, 508302
1, 18600, Tempo, 528448
1, 18720, Tempo, 506158
1, 21480, Tempo, 542790
1, 21600, Tempo, 504032
1, 23400, Tempo, 528448
1, 23520, Tempo, 528448
1, 23760, Tempo, 504032
1, 24840, Tempo, 545256
1, 24960, Tempo, 504032
1, 25440, Tempo, 514845
1, 25800, Tempo, 568505
1, 25920, Tempo, 521558
1, 26280, Tempo, 585138
1, 26400, Tempo, 533144
1, 26760, Tempo, 593824
1, 26815, Tempo, 545256
1, 26839, Tempo, 547745
1, 26863, Tempo, 550257
1, 26887, Tempo, 552792
1, 26911, Tempo, 557932
1, 26935, Tempo, 560538
1, 26959, Tempo, 563169
1, 26983, Tempo, 568505
1, 27007, Tempo, 571211
1, 27031, Tempo, 573943
1, 27055, Tempo, 579486
1, 27079, Tempo, 582298
1, 27103, Tempo, 585138
1, 27127, Tempo, 590900
1, 27151, Tempo, 593824
1, 27175, Tempo, 596777
1, 27199, Tempo, 602773
1, 27223, Tempo, 605816
1, 27247, Tempo, 608890
1, 27271, Tempo, 615132
1, 27295, Tempo, 618302
1, 27319, Tempo, 621504
1, 27343, Tempo, 628009
1, 27360, Time_signature, 7, 2, 24, 8
1, 27360, Tempo, 5434783
1, 27480, Tempo, 1303215
1, 28080, Tempo, 1902346
1, 28320, Tempo, 4273504
1, 28440, Tempo, 1317523
1, 28980, Tempo, 1872659
1, 29100, Tempo, 4431315
1, 29280, Tempo, 5434783
1, 29400, Tempo, 1303215
1, 30000, Tempo, 1902346
1, 30240, Tempo, 5434783
1, 30360, Tempo, 1303215
1, 30720, Time_signature, 6, 2, 24, 8
1, 30720, Key_signature, 3, "major"
1, 32160, Tempo, 1164144
1, 33591, Tempo, 827130
1, 33687, Tempo, 821468
1, 33759, Tempo, 815883
1, 33831, Tempo, 810373
1, 33903, Tempo, 804937
1, 33975, Tempo, 799574
1, 34047, Tempo, 794281
1, 34119, Tempo, 789058
1, 34191, Tempo, 783904
1, 34263, Tempo, 778816
