0, 0, Header, 1, 9, 480
1, 0, Start_track
1, 0, Title_t, "Sonata No.14 in cis-Moll, Op. 27/2 - 1. Satz"
1, 0, Title_t, "Mondscheinsonate; der Gräfin Giulietta Guiccardi gewidmet"
1, 0, Copyright_t, "Coypright Bernd Krueger http://www.piano-midi.de"
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Fertiggestellt am 25.10.97\012"
1, 0, Text_t, "Pan's auf Standard am 18.1.98\012"
1, 0, Text_t, "Tempoänderungen am 31.1.98\012"
1, 0, Text_t, "Update am 17.8.99\012"
1, 0, Text_t, "Update am 8.1.00\012"
1, 0, Text_t, "Update am 27.10.01\012"
1, 0, Text_t, "Normierung: 23.12.2002\012"
1, 0, Text_t, "Update am 3.6.2012\012"
1, 0, Text_t, "Dauer: 6:02 Minuten\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 4, "major"
1, 0, Tempo, 1212366
1, 0, Marker_t, "Adagio Sostenuto"
1, 480, Tempo, 1196649
1, 600, Tempo, 1184366
1, 720, Tempo, 1172333
1, 840, Tempo, 1160542
1, 960, Tempo, 1148985
1, 1760, Tempo, 1241979
1, 1920, Tempo, 1179014
1, 2400, Tempo, 1158972
1, 2640, Tempo, 1142857
1, 2880, Tempo, 1176471
1, 3040, Tempo, 1132075
1, 3360, Tempo, 1165049
1, 3520, Tempo, 1132075
1, 3680, Tempo, 1276867
1, 3840, Tempo, 1209190
1, 3860, Tempo, 1209190
1, 3980, Tempo, 1196649
1, 4100, Tempo, 1184366
1, 4220, Tempo, 1172333
1, 4320, Tempo, 1160542
1, 4640, Tempo, 1336005
1, 4800, Tempo, 1209190
1, 4960, Tempo, 1209190
1, 5040, Tempo, 1196649
1, 5120, Tempo, 1184366
1, 5200, Tempo, 1172333
1, 5280, Tempo, 1160542
1, 5600, Tempo, 1268767
1, 5760, Tempo, 1221996
1, 6720, Tempo, 1251043
1, 7200, Tempo, 1367677
1, 7680, Tempo, 1276867
1, 7840, Tempo, 1235839
1, 8160, Tempo, 1209190
1, 8640, Tempo, 1262626
1, 9120, Tempo, 1500000
1, 9440, Tempo, 1764706
1, 9600, Tempo, 1318681
1, 9660, Tempo, 1304348
1, 9700, Tempo, 1290323
1, 9760, Tempo, 1276596
1, 9800, Tempo, 1263158
1, 9840, Tempo, 1250000
1, 9900, Tempo, 1237113
1, 9940, Tempo, 1224490
1, 10000, Tempo, 1212121
1, 10040, Tempo, 1200000
1, 10080, Tempo, 1188119
1, 10240, Tempo, 1148985
1, 10560, Tempo, 1184366
1, 11040, Tempo, 1445783
1, 11360, Tempo, 1740644
1, 11520, Tempo, 1262626
1, 11840, Tempo, 1196649
1, 12000, Tempo, 1172333
1, 12160, Tempo, 1137656
1, 12320, Tempo, 1221996
1, 12480, Tempo, 1320713
1, 12640, Tempo, 1262626
1, 12800, Tempo, 1248959
1, 12960, Tempo, 1184366
1, 13440, Tempo, 1320713
1, 13500, Tempo, 1305767
1, 13560, Tempo, 1290878
1, 13620, Tempo, 1276867
1, 13680, Tempo, 1262626
1, 13740, Tempo, 1248959
1, 13800, Tempo, 1235839
1, 13860, Tempo, 1221996
1, 13900, Tempo, 1209190
1, 13920, Tempo, 1196649
1, 14240, Tempo, 1320713
1, 14400, Tempo, 1384402
1, 14720, Tempo, 1423825
1, 14880, Tempo, 1336005
1, 15360, Tempo, 1320713
1, 15520, Tempo, 1276867
1, 15840, Tempo, 1248959
1, 16000, Tempo, 1221996
1, 16800, Tempo, 1305767
1, 17120, Tempo, 1418775
1, 17280, Tempo, 1305767
1, 17760, Tempo, 1248959
1, 17920, Tempo, 1196649
