0, 0, Header, 1, 10, 480
1, 0, Start_track
1, 0, Title_t, "Beethoven Sonata No. 8 in C minor ""Pathetique"""
1, 0, Title_t, "2. Movement"
1, 0, Copyright_t, "Copyright © 2003 by Bernd Krueger "
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Adagio cantabile"
1, 0, Text_t, "Fertiggestellt am 30.12.2003\012"
1, 0, Text_t, "Update am 18.12.2011\012"
1, 0, Text_t, "Update am 17.5.2012\012"
1, 0, Text_t, "Dauer: 5:12 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, -4, "major"
1, 0, Tempo, 2249719
1, 360, Tempo, 2315708
1, 480, Tempo, 2290076
1, 600, Tempo, 2155947
1, 720, Tempo, 2242152
1, 840, Tempo, 2315708
1, 960, Tempo, 2249719
1, 1080, Tempo, 2120141
1, 1200, Tempo, 2186589
1, 1440, Tempo, 2149767
1, 1800, Tempo, 2290076
1, 1920, Tempo, 2249719
1, 2040, Tempo, 2120141
1, 2160, Tempo, 2178649
1, 2400, Tempo, 2218115
1, 2520, Tempo, 2256487
1, 2640, Tempo, 2306805
1, 2760, Tempo, 2358491
1, 2880, Tempo, 2249719
1, 3000, Tempo, 2209945
1, 3120, Tempo, 2142092
1, 3360, Tempo, 2171553
1, 3480, Tempo, 2178649
1, 3600, Tempo, 2290076
1, 3720, Tempo, 2350176
1, 3840, Tempo, 2249719
1, 3960, Tempo, 2112676
1, 4080, Tempo, 2186589
1, 4200, Tempo, 2315708
1, 4320, Tempo, 2249719
1, 4440, Tempo, 2106002
1, 4560, Tempo, 2171553
1, 4680, Tempo, 2315708
1, 4800, Tempo, 2249719
1, 4920, Tempo, 2098636
1, 5040, Tempo, 2186589
1, 5160, Tempo, 2341007
1, 5280, Tempo, 2249719
1, 5400, Tempo, 2106002
1, 5520, Tempo, 2194587
1, 5640, Tempo, 2324680
1, 5760, Tempo, 2249719
1, 5880, Tempo, 2106002
1, 6000, Tempo, 2194587
1, 6120, Tempo, 2315708
1, 6240, Tempo, 2265006
1, 6350, Tempo, 2249719
1, 6360, Tempo, 2209945
1, 6480, Tempo, 2315708
1, 6600, Tempo, 2384738
1, 6720, Tempo, 2358491
1, 6840, Tempo, 2315708
1, 6960, Tempo, 2358491
1, 7080, Tempo, 2469136
1, 7600, Tempo, 2772643
1, 7680, Tempo, 2249719
1, 8040, Tempo, 2315708
1, 8160, Tempo, 2249719
1, 8280, Tempo, 2120141
1, 8400, Tempo, 2194587
1, 8520, Tempo, 2315708
1, 8640, Tempo, 2249719
1, 8760, Tempo, 2120141
1, 8880, Tempo, 2186589
1, 9120, Tempo, 2149767
1, 9480, Tempo, 2290076
1, 9600, Tempo, 2249719
1, 9720, Tempo, 2120141
1, 9840, Tempo, 2178649
1, 10080, Tempo, 2218115
1, 10200, Tempo, 2256487
1, 10320, Tempo, 2306805
1, 10440, Tempo, 2358491
1, 10560, Tempo, 2249719
1, 10680, Tempo, 2209945
1, 10800, Tempo, 2142092
1, 11040, Tempo, 2171553
1, 11160, Tempo, 2178649
1, 11280, Tempo, 2290076
1, 11400, Tempo, 2350176
1, 11520, Tempo, 2249719
1, 11640, Tempo, 2112676
1, 11760, Tempo, 2186589
1, 11880, Tempo, 2315708
1, 12000, Tempo, 2249719
1, 12120, Tempo, 2106002
1, 12240, Tempo, 2171553
1, 12360, Tempo, 2315708
1, 12480, Tempo, 2249719
1, 12600, Tempo, 2098636
1, 12720, Tempo, 2186589
1, 12840, Tempo, 2341007
1, 12960, Tempo, 2249719
1, 13080, Tempo, 2106002
1, 13200, Tempo, 2194587
1, 13320, Tempo, 2324680
1, 13440, Tempo, 2249719
1, 13560, Tempo, 2106002
1, 13680, Tempo, 2194587
1, 13800, Tempo, 2315708
1, 13920, Tempo, 2265006
1, 14030, Tempo, 2249719
1, 14040, Tempo, 2209945
1, 14160, Tempo, 2315708
1, 14280, Tempo, 2384738
1, 14400, Tempo, 2358491
1, 14520, Tempo, 2315708
1, 14640, Tempo, 2358491
1, 14760, Tempo, 2469136
1, 15120, Tempo, 2142092
1, 15360, Tempo, 2249719
1, 15480, Tempo, 2142092
1, 15840, Tempo, 2249719
1, 15960, Tempo, 2149767
1, 16200, Tempo, 2358491
1, 16320, Tempo, 2194587
1, 16440, Tempo, 2155947
1, 16800, Tempo, 2249719
1, 16920, Tempo, 2163722
1, 17160, Tempo, 2358491
1, 17280, Tempo, 2249719
1, 17400, Tempo, 2163722
1, 17760, Tempo, 2201835
1, 17880, Tempo, 2163722
1, 18120, Tempo, 2350176
1, 18240, Tempo, 2273588
1, 18360, Tempo, 2209945
1, 18480, Tempo, 2163722
1, 18600, Tempo, 2371542
1, 18720, Tempo, 2218115
1, 18840, Tempo, 2394254
1, 18960, Tempo, 2290076
1, 19140, Tempo, 2508361
1, 19200, Time_signature, 9, 4, 6, 8
1, 19200, Tempo, 2249719
1, 19680, Tempo, 2186589
1, 19800, Tempo, 2265006
1, 19920, Tempo, 2214022
1, 20040, Tempo, 2163722
1, 20100, Tempo, 1974334
1, 20160, Tempo, 2209945
1, 20170, Tempo, 2225519
1, 20180, Tempo, 2249719
1, 20190, Tempo, 2273588
1, 20200, Tempo, 2298851
1, 20210, Tempo, 2324680
1, 20220, Tempo, 2350176
1, 20230, Tempo, 2376238
1, 20240, Tempo, 2403846
1, 20250, Tempo, 2432104
1, 20260, Tempo, 2461034
1, 20270, Tempo, 2488594
1, 20280, Time_signature, 2, 2, 24, 8
1, 20280, Tempo, 2324680
1, 20330, Tempo, 2479339
1, 20400, Tempo, 2332815
1, 20520, Tempo, 2249719
1, 21120, Tempo, 2332815
1, 21240, Tempo, 2249719
1, 21720, Tempo, 2194587
1, 22080, Tempo, 2315708
1, 22200, Tempo, 2218115
1, 22560, Tempo, 2256487
1, 22680, Tempo, 2218115
1, 23040, Tempo, 2341007
1, 23160, Tempo, 2242152
1, 23640, Tempo, 2194587
1, 24000, Tempo, 2315708
1, 24120, Tempo, 2218115
1, 24480, Tempo, 2256487
