0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Title_t, "Beethoven: Sonate Opus 90, 2. Satz"
1, 0, Copyright_t, "Copyright © 2014 by Bernd Krueger"
1, 0, Text_t, "Bernd Krueger"
1, 0, Text_t, "Nicht zu geschwind und sehr singbar vorgetragen"
1, 0, Text_t, "Erstellt: 28.2.2014\012"
1, 0, Text_t, "Dauer: 8:14 Minuten\012"
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, 4, "major"
1, 0, Tempo, 849858
1, 840, Tempo, 921659
1, 960, Tempo, 849858
1, 1440, Tempo, 837989
1, 1680, Tempo, 855920
1, 1800, Tempo, 881057
1, 1920, Tempo, 868307
1, 2160, Tempo, 849858
1, 2640, Tempo, 832178
1, 2880, Tempo, 849858
1, 3600, Tempo, 868307
1, 3720, Tempo, 1006711
1, 3840, Tempo, 849858
1, 4560, Tempo, 849858
1, 4680, Tempo, 921659
1, 4800, Tempo, 849858
1, 5280, Tempo, 837989
1, 5520, Tempo, 855920
1, 5640, Tempo, 881057
1, 5760, Tempo, 868307
1, 6000, Tempo, 849858
1, 6480, Tempo, 832178
1, 6720, Tempo, 849858
1, 7440, Tempo, 868307
1, 7560, Tempo, 1006711
1, 7680, Tempo, 849858
1, 8160, Tempo, 832178
1, 8520, Tempo, 907716
1, 8640, Tempo, 849858
1, 9480, Tempo, 900901
1, 9600, Tempo, 855920
1, 10440, Tempo, 894188
1, 10560, Tempo, 855920
1, 11400, Tempo, 936037
1, 11520, Tempo, 855920
1, 12120, Tempo, 837989
1, 12480, Tempo, 849858
1, 13320, Tempo, 936037
1, 13440, Tempo, 855920
1, 13800, Tempo, 907716
1, 13920, Tempo, 855920
1, 14280, Tempo, 966184
1, 14400, Tempo, 862069
1, 14880, Tempo, 894188
1, 15240, Tempo, 998336
1, 15360, Tempo, 849858
1, 15840, Tempo, 832178
1, 16200, Tempo, 907716
1, 16320, Tempo, 849858
1, 17160, Tempo, 900901
1, 17280, Tempo, 855920
1, 18120, Tempo, 894188
1, 18240, Tempo, 855920
1, 19080, Tempo, 936037
1, 19200, Tempo, 855920
1, 19800, Tempo, 837989
1, 20160, Tempo, 849858
1, 21000, Tempo, 936037
1, 21120, Tempo, 855920
1, 21480, Tempo, 907716
1, 21600, Tempo, 855920
1, 21960, Tempo, 966184
1, 22080, Tempo, 862069
1, 22560, Tempo, 894188
1, 22920, Tempo, 998336
1, 23040, Tempo, 907716
1, 23640, Tempo, 966184
1, 23760, Tempo, 907716
1, 23880, Tempo, 958466
1, 24000, Tempo, 900901
1, 24480, Tempo, 849858
1, 24720, Tempo, 881057
1, 24840, Tempo, 881057
1, 24960, Tempo, 868307
1, 25200, Tempo, 849858
1, 25680, Tempo, 832178
1, 25920, Tempo, 849858
1, 26640, Tempo, 868307
1, 26760, Tempo, 1006711
1, 26880, Tempo, 928793
1, 27120, Tempo, 849858
1, 27360, Tempo, 815217
1, 27840, Tempo, 798935
1, 28080, Tempo, 809717
1, 28200, Tempo, 894188
1, 28320, Tempo, 832178
1, 28680, Tempo, 881057
1, 28800, Tempo, 837989
1, 29160, Tempo, 900901
1, 29280, Tempo, 843882
1, 30120, Tempo, 900901
1, 30240, Tempo, 849858
1, 30480, Tempo, 900901
1, 30840, Tempo, 849858
1, 31200, Tempo, 862069
1, 31440, Tempo, 887574
1, 31680, Tempo, 855920
1, 32400, Tempo, 887574
1, 32640, Tempo, 837989
1, 32760, Tempo, 832178
1, 33360, Tempo, 887574
1, 33600, Tempo, 855920
1, 34320, Tempo, 887574
1, 34560, Tempo, 837989
1, 34680, Tempo, 832178
1, 35280, Tempo, 887574
1, 35520, Tempo, 855920
1, 36240, Tempo, 887574
1, 36480, Tempo, 837989
1, 36600, Tempo, 832178
1, 37200, Tempo, 887574
1, 37440, Tempo, 855920
1, 38160, Tempo, 887574
1, 38400, Tempo, 837989
1, 38520, Tempo, 832178
1, 39240, Tempo, 914634
1, 39360, Tempo, 826446
1, 40080, Tempo, 862069
1, 40320, Tempo, 826446
1, 40800, Tempo, 832178
1, 41040, Tempo, 868307
1, 41280, Tempo, 832178
1, 42000, Tempo, 862069
1, 42240, Tempo, 826446
1, 42720, Tempo, 832178
1, 42960, Tempo, 868307
1, 43440, Tempo, 832178
1, 43920, Tempo, 849858
1, 44040, Tempo, 914634
1, 44160, Tempo, 832178
1, 44760, Tempo, 849858
1, 45000, Tempo, 907716
1, 45120, Tempo, 837989
1, 45600, Tempo, 849858
1, 45840, Tempo, 887574
1, 45960, Tempo, 936037
1, 46080, Tempo, 868307
1, 46320, Tempo, 837989
1, 46323, Tempo, 855920
1, 46413, Tempo, 849858
1, 46503, Tempo, 843882
1, 46563, Tempo, 837989
1, 46680, Tempo, 874636
1, 46920, Tempo, 914634
1, 47040, Tempo, 826446
1, 47760, Tempo, 862069
1, 48000, Tempo, 826446
1, 48480, Tempo, 832178
1, 48720, Tempo, 868307
1, 48960, Tempo, 837989
1, 49080, Tempo, 826446
1, 49680, Tempo, 862069
1, 49920, Tempo, 855920
1, 50160, Tempo, 832178
1, 50400, Tempo, 832178
1, 50640, Tempo, 849858
1, 50880, Tempo, 826446
1, 51000, Tempo, 826446
1, 51120, Tempo, 820793
1, 51360, Tempo, 832178
1, 51600, Tempo, 855920
1, 51720, Tempo, 843882
1, 51840, Tempo, 837989
1, 52080, Tempo, 820793
1, 52320, Tempo, 832178
1, 52560, Tempo, 849858
1, 52800, Tempo, 855920
1, 53040, Tempo, 837989
1, 53280, Tempo, 868307
1, 53520, Tempo, 914634
1, 53880, Tempo, 849858
1, 54120, Tempo, 900901
1, 54240, Tempo, 855920
1, 54600, Tempo, 928793
1, 54720, Tempo, 868307
1, 55080, Tempo, 907716
1, 55200, Tempo, 843882
1, 55440, Tempo, 881057
1, 55560, Tempo, 881057
1, 55680, Tempo, 843882
1, 56040, Tempo, 887574
1, 56160, Tempo, 849858
1, 56520, Tempo, 928793
1, 56640, Tempo, 868307
1, 57360, Tempo, 914634
1, 57480, Tempo, 1060071
1, 57600, Tempo, 820793
1, 58400, Tempo, 894188
1, 58560, Tempo, 832178
