0, 0, Header, 1, 9, 480
1, 0, Start_track
1, 0, Title_t, "Beethoven Sonata No. 21 in C major"
1, 0, Title_t, "3. Movement"
1, 0, Copyright_t, "Copyright © 2003 by Bernd Krueger "
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Rondo: Allegretto moderato"
1, 0, Text_t, "Fertiggestellt am  29.11.2003\012"
1, 0, Text_t, "Ab Prestissimo (Takt 403) Noten halbiert, 4/8- Takt\012"
1, 0, Text_t, "Update am 11.7.2012\012"
1, 0, Text_t, "Dauer: 9:42 Minuten\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 652813
1, 40, Tempo, 658328
1, 120, Tempo, 654664
1, 200, Tempo, 651183
1, 240, Tempo, 647598
1, 320, Tempo, 644122
1, 360, Tempo, 640683
1, 440, Tempo, 637281
1, 480, Tempo, 633914
1, 960, Tempo, 608149
1, 1920, Tempo, 573230
1, 2400, Tempo, 596066
1, 2880, Tempo, 616903
1, 3720, Tempo, 604839
1, 3800, Tempo, 623182
1, 3880, Tempo, 620027
1, 3960, Tempo, 616903
1, 4000, Tempo, 613936
1, 4080, Tempo, 610811
1, 4160, Tempo, 607841
1, 4200, Tempo, 604839
1, 4280, Tempo, 601866
1, 4320, Tempo, 598982
1, 4800, Tempo, 584795
1, 5760, Tempo, 560852
1, 6240, Tempo, 584795
1, 6720, Tempo, 598982
1, 7560, Tempo, 601866
1, 7680, Tempo, 629459
1, 7800, Tempo, 610811
1, 7880, Tempo, 607841
1, 7920, Tempo, 604839
1, 7960, Tempo, 601866
1, 8000, Tempo, 598982
1, 8040, Tempo, 596066
1, 8080, Tempo, 593237
1, 8120, Tempo, 590319
1, 8160, Tempo, 590319
1, 8640, Tempo, 573888
1, 9600, Tempo, 550812
1, 10080, Tempo, 573888
1, 10560, Tempo, 582016
1, 11400, Tempo, 601866
1, 11520, Tempo, 629459
1, 11640, Tempo, 610811
1, 11720, Tempo, 607841
1, 11760, Tempo, 604839
1, 11800, Tempo, 601866
1, 11840, Tempo, 598982
1, 11880, Tempo, 596066
1, 11920, Tempo, 593237
1, 11960, Tempo, 590319
1, 12000, Tempo, 590319
1, 12480, Tempo, 558347
1, 13440, Tempo, 543527
