0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Title_t, "Sonate Opus 10 No. 1 3. Satz"
1, 0, Copyright_t, "Copyright © 2008 by Bernd Krueger"
1, 0, Text_t, "Ludwig van Beethoven"
1, 0, Text_t, "Allegro molto e con brio"
1, 0, Text_t, "Erstellt: 22.12.2008\012"
1, 0, Text_t, "Update: 9.5.2012\012"
1, 0, Text_t, "Dauer: 3:37 Minuten\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 294840
1, 1440, Tempo, 286396
1, 1680, Tempo, 349854
1, 1920, Tempo, 291262
1, 2640, Tempo, 294840
1, 3360, Tempo, 287081
1, 3600, Tempo, 350877
1, 3840, Tempo, 291262
1, 4560, Tempo, 294840
1, 5280, Tempo, 292683
1, 5520, Tempo, 345821
1, 5760, Tempo, 293399
1, 6600, Tempo, 320856
1, 6720, Tempo, 292683
1, 7440, Tempo, 338983
1, 7680, Tempo, 291262
1, 8640, Tempo, 292683
1, 9120, Tempo, 292683
1, 9360, Tempo, 338983
1, 9600, Tempo, 291971
1, 10560, Tempo, 294840
1, 11040, Tempo, 292683
1, 11280, Tempo, 342857
1, 11520, Tempo, 296296
1, 12480, Tempo, 292683
1, 14160, Tempo, 304569
1, 14400, Tempo, 294840
1, 15120, Tempo, 338028
1, 15360, Tempo, 293399
1, 16320, Tempo, 295567
1, 16800, Tempo, 292683
1, 17040, Tempo, 337079
1, 17280, Tempo, 294118
1, 17400, Tempo, 292683
1, 18960, Tempo, 314961
1, 19200, Tempo, 291262
1, 20160, Tempo, 294840
1, 20640, Tempo, 292683
1, 20880, Tempo, 338028
1, 21120, Tempo, 292683
1, 21600, Tempo, 305344
1, 21840, Tempo, 292683
1, 22080, Tempo, 291971
1, 22800, Tempo, 313316
1, 23040, Tempo, 293399
1, 23880, Tempo, 366972
1, 24000, Tempo, 292683
1, 24840, Tempo, 366972
1, 24960, Tempo, 293399
1, 25800, Tempo, 368098
1, 25920, Tempo, 292683
1, 26760, Tempo, 366972
1, 26880, Tempo, 292683
1, 27720, Tempo, 365854
1, 27840, Tempo, 298507
1, 30600, Tempo, 358209
1, 30720, Tempo, 550459
1, 31680, Tempo, 309278
1, 33120, Tempo, 326087
1, 33600, Tempo, 320000
1, 34320, Tempo, 390879
1, 34560, Tempo, 319149
1, 35760, Tempo, 309278
1, 36960, Tempo, 326087
1, 37440, Tempo, 320000
1, 38160, Tempo, 390879
1, 38400, Tempo, 320000
1, 39600, Tempo, 309278
1, 40800, Tempo, 326087
1, 41280, Tempo, 320000
1, 42000, Tempo, 502092
1, 42120, Tempo, 353982
1, 42240, Tempo, 308483
1, 43920, Tempo, 349854
1, 44160, Tempo, 307692
1, 45840, Tempo, 319149
1, 46080, Tempo, 303797
1, 47040, Tempo, 305344
1, 47760, Tempo, 339943
1, 48000, Tempo, 306122
1, 49680, Tempo, 315789
1, 49920, Tempo, 302267
1, 50040, Tempo, 302267
1, 50880, Tempo, 306905
1, 51600, Tempo, 320856
1, 51840, Tempo, 304569
1, 52800, Tempo, 305344
1, 53520, Tempo, 326975
1, 53750, Tempo, 308483
1, 53765, Tempo, 307692
1, 53780, Tempo, 306905
1, 53795, Tempo, 306122
1, 53810, Tempo, 305344
1, 53825, Tempo, 304569
1, 53870, Tempo, 303797
1, 53960, Tempo, 306122
1, 53975, Tempo, 306905
1, 53990, Tempo, 307692
1, 54020, Tempo, 308483
1, 54050, Tempo, 304569
1, 54080, Tempo, 303797
1, 54110, Tempo, 303030
1, 54155, Tempo, 304569
1, 54170, Tempo, 306122
1, 54260, Tempo, 307692
1, 54305, Tempo, 306905
1, 54320, Tempo, 305344
1, 54335, Tempo, 304569
1, 54350, Tempo, 303797
1, 54365, Tempo, 303030
1, 54395, Tempo, 303797
1, 54440, Tempo, 304569
1, 54470, Tempo, 305344
1, 54485, Tempo, 306122
1, 54500, Tempo, 306905
1, 54515, Tempo, 308483
1, 54530, Tempo, 309278
1, 54560, Tempo, 306905
1, 54590, Tempo, 305344
1, 54605, Tempo, 304569
1, 54620, Tempo, 303797
1, 54695, Tempo, 304569
1, 54710, Tempo, 305344
1, 54725, Tempo, 306122
1, 54740, Tempo, 306905
1, 54755, Tempo, 307692
1, 54770, Tempo, 308483
1, 54785, Tempo, 309278
1, 54800, Tempo, 310078
1, 54815, Tempo, 310881
1, 54860, Tempo, 310078
1, 54875, Tempo, 306122
1, 54890, Tempo, 305344
1, 54905, Tempo, 303797
1, 54920, Tempo, 303030
1, 54965, Tempo, 302267
1, 54980, Tempo, 303030
1, 54995, Tempo, 303797
1, 55010, Tempo, 304569
1, 55040, Tempo, 305344
1, 55070, Tempo, 306122
1, 55115, Tempo, 305344
1, 55130, Tempo, 304569
1, 55160, Tempo, 303797
1, 55175, Tempo, 304569
1, 55190, Tempo, 305344
1, 55440, Tempo, 316623
1, 55680, Tempo, 308483
1, 55685, Tempo, 307692
1, 55700, Tempo, 306905
1, 55715, Tempo, 306122
1, 55730, Tempo, 305344
1, 55745, Tempo, 304569
1, 55790, Tempo, 303797
1, 55880, Tempo, 306122
1, 55895, Tempo, 306905
