0, 0, Header, 1, 18, 480
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 3, 2, 24, 8
1, 0, Key_signature, -1, "major"
1, 0, Tempo, 240000
1, 1312, Tempo, 631579
1, 1440, Marker_t, "A"
1, 24480, Marker_t, "A'"
1, 47520, Marker_t, "B"
1, 70560, Marker_t, "B'"
1, 70560, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Solo Cello"
2, 0, Program_c, 0, 42
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 69
2, 1320, Note_on_c, 0, 62, 100
2, 1440, Note_on_c, 0, 62, 0
2, 1440, Note_on_c, 0, 62, 100
2, 1560, Note_on_c, 0, 62, 0
2, 1560, Note_on_c, 0, 57, 100
2, 1680, Note_on_c, 0, 57, 0
2, 1680, Note_on_c, 0, 53, 100
2, 1800, Note_on_c, 0, 53, 0
2, 1800, Note_on_c, 0, 57, 100
2, 1920, Note_on_c, 0, 57, 0
2, 1920, Note_on_c, 0, 50, 100
2, 2040, Note_on_c, 0, 50, 0
2, 2040, Note_on_c, 0, 53, 100
2, 2160, Note_on_c, 0, 53, 0
2, 2160, Note_on_c, 0, 55, 100
2, 2280, Note_on_c, 0, 55, 0
2, 2280, Note_on_c, 0, 57, 100
2, 2400, Note_on_c, 0, 57, 0
2, 2400, Note_on_c, 0, 58, 100
2, 2520, Note_on_c, 0, 58, 0
2, 2520, Note_on_c, 0, 57, 100
2, 2640, Note_on_c, 0, 57, 0
2, 2640, Note_on_c, 0, 58, 100
2, 2760, Note_on_c, 0, 58, 0
2, 2760, Note_on_c, 0, 55, 100
2, 2880, Note_on_c, 0, 55, 0
2, 2880, Note_on_c, 0, 57, 100
2, 3360, Note_on_c, 0, 57, 0
2, 8640, Note_on_c, 0, 60, 100
2, 9220, Note_on_c, 0, 60, 0
2, 9240, Note_on_c, 0, 58, 100
2, 9360, Note_on_c, 0, 58, 0
2, 9360, Note_on_c, 0, 57, 100
2, 9480, Note_on_c, 0, 57, 0
2, 9480, Note_on_c, 0, 55, 100
2, 9600, Note_on_c, 0, 55, 0
2, 9600, Note_on_c, 0, 53, 100
2, 9720, Note_on_c, 0, 53, 0
2, 9720, Note_on_c, 0, 51, 100
2, 9840, Note_on_c, 0, 51, 0
2, 9840, Note_on_c, 0, 50, 100
2, 9960, Note_on_c, 0, 50, 0
2, 9960, Note_on_c, 0, 51, 100
2, 10080, Note_on_c, 0, 51, 0
2, 10080, Note_on_c, 0, 50, 100
2, 10200, Note_on_c, 0, 50, 0
2, 10200, Note_on_c, 0, 46, 100
2, 10320, Note_on_c, 0, 46, 0
2, 10320, Note_on_c, 0, 45, 100
2, 10440, Note_on_c, 0, 45, 0
2, 10440, Note_on_c, 0, 46, 100
2, 10560, Note_on_c, 0, 46, 0
2, 10560, Note_on_c, 0, 50, 100
2, 10680, Note_on_c, 0, 50, 0
2, 10680, Note_on_c, 0, 46, 100
2, 10800, Note_on_c, 0, 46, 0
2, 10800, Note_on_c, 0, 52, 100
2, 10920, Note_on_c, 0, 52, 0
2, 10920, Note_on_c, 0, 46, 100
2, 11040, Note_on_c, 0, 46, 0
2, 11040, Note_on_c, 0, 53, 100
2, 11160, Note_on_c, 0, 53, 0
