0, 0, Header, 1, 7, 240
1, 0, Start_track
1, 0, Title_t, "Fantasia in G major, BWV 572, by J.S. Bach"
1, 0, Copyright_t, "Sequence Copyright @ by Dean Lampe, All Rights Reserved"
1, 0, Text_t, "J.S. Bach\012"
1, 0, Text_t, "Sequenced by Dean Lampe, May, 1997\012"
1, 0, Text_t, "Using Cakewalk Pro Audio [6]\012"
1, 0, Text_t, "Track 2 should be used to echo Track 1 in the first (Tres Vitement) section\012"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 12, 3, 12, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 454545
1, 0, Marker_t, "Fantasia in G major, BWV 572, J.S. Bach"
1, 360, Tempo, 441176
1, 600, Tempo, 483871
1, 720, Tempo, 454545
1, 1080, Tempo, 441176
1, 1320, Tempo, 483871
1, 1440, Tempo, 454545
1, 1800, Tempo, 441176
1, 2040, Tempo, 483871
1, 2160, Tempo, 454545
1, 2520, Tempo, 441176
1, 2760, Tempo, 483871
1, 2880, Tempo, 454545
1, 3240, Tempo, 441176
1, 3480, Tempo, 483871
1, 3600, Tempo, 454545
1, 3960, Tempo, 441176
1, 4200, Tempo, 483871
1, 4320, Tempo, 454545
1, 4680, Tempo, 441176
1, 4920, Tempo, 483871
1, 5040, Tempo, 454545
1, 5400, Tempo, 441176
1, 5640, Tempo, 483871
1, 5760, Tempo, 454545
1, 6120, Tempo, 441176
1, 6360, Tempo, 483871
1, 6480, Tempo, 454545
1, 6840, Tempo, 441176
1, 7080, Tempo, 483871
1, 7200, Tempo, 454545
1, 7560, Tempo, 441176
1, 7800, Tempo, 483871
1, 7920, Tempo, 454545
1, 8280, Tempo, 441176
1, 8520, Tempo, 483871
1, 8640, Tempo, 454545
1, 9000, Tempo, 441176
1, 9240, Tempo, 483871
1, 9360, Tempo, 454545
1, 9720, Tempo, 441176
1, 9960, Tempo, 483871
1, 10080, Tempo, 454545
1, 10440, Tempo, 441176
1, 10680, Tempo, 483871
1, 10800, Tempo, 454545
1, 11160, Tempo, 441176
1, 11400, Tempo, 483871
1, 11520, Tempo, 454545
1, 11880, Tempo, 441176
1, 12120, Tempo, 483871
1, 12240, Tempo, 454545
1, 12600, Tempo, 441176
1, 12840, Tempo, 483871
1, 12960, Tempo, 454545
1, 13320, Tempo, 441176
1, 13560, Tempo, 483871
1, 13680, Tempo, 454545
1, 14040, Tempo, 441176
1, 14280, Tempo, 483871
1, 14400, Tempo, 454545
1, 14760, Tempo, 441176
1, 15000, Tempo, 483871
1, 15120, Tempo, 454545
1, 15480, Tempo, 441176
1, 15720, Tempo, 483871
1, 15840, Tempo, 454545
1, 16200, Tempo, 441176
1, 16440, Tempo, 483871
1, 16560, Tempo, 454545
1, 16920, Tempo, 441176
1, 17160, Tempo, 483871
1, 17280, Tempo, 454545
1, 17640, Tempo, 441176
1, 17880, Tempo, 483871
1, 18000, Tempo, 454545
1, 18360, Tempo, 441176
1, 18600, Tempo, 483871
1, 18720, Tempo, 454545
1, 19080, Tempo, 441176
1, 19320, Tempo, 483871
1, 19440, Tempo, 454545
1, 19800, Tempo, 441176
1, 20040, Tempo, 483871
1, 20160, Tempo, 454545
1, 20520, Tempo, 441176
1, 20760, Tempo, 483871
1, 20880, Tempo, 454545
1, 21240, Tempo, 441176
1, 21480, Tempo, 483871
1, 21600, Tempo, 454545
1, 21960, Tempo, 441176
1, 22200, Tempo, 483871
1, 22320, Tempo, 454545
1, 22680, Tempo, 441176
1, 22920, Tempo, 483871
1, 23040, Tempo, 454545
1, 23400, Tempo, 441176
1, 23640, Tempo, 483871
1, 23760, Tempo, 454545
1, 24120, Tempo, 441176
1, 24360, Tempo, 483871
1, 24480, Tempo, 454545
1, 24840, Tempo, 441176
1, 25080, Tempo, 483871
1, 25200, Tempo, 454545
1, 25560, Tempo, 441176
1, 25800, Tempo, 483871
1, 25920, Tempo, 454545
1, 26280, Tempo, 441176
1, 26520, Tempo, 483871
1, 26640, Tempo, 454545
1, 27000, Tempo, 441176
1, 27240, Tempo, 483871
1, 27360, Tempo, 454545
1, 27360, Marker_t, "Copyright @ by Dean Lampe, All Rights Reserved"
1, 27720, Tempo, 441176
1, 27960, Tempo, 483871
1, 28080, Tempo, 454545
1, 28440, Tempo, 441176
1, 28680, Tempo, 483871
1, 28800, Tempo, 454545
1, 29160, Tempo, 441176
1, 29400, Tempo, 483871
1, 29520, Tempo, 454545
1, 29880, Tempo, 441176
1, 30120, Tempo, 483871
1, 30240, Tempo, 454545
1, 30600, Tempo, 441176
1, 30840, Tempo, 483871
1, 30960, Tempo, 454545
1, 31320, Tempo, 441176
1, 31560, Tempo, 483871
1, 31680, Tempo, 454545
1, 32040, Tempo, 441176
1, 32280, Tempo, 483871
1, 32400, Tempo, 454545
1, 32760, Tempo, 441176
1, 33000, Tempo, 483871
1, 33120, Tempo, 454545
1, 33480, Tempo, 441176
1, 33720, Tempo, 483871
1, 33840, Tempo, 454545
1, 34200, Tempo, 441176
1, 34440, Tempo, 483871
1, 34560, Tempo, 454545
1, 34920, Tempo, 441176
1, 35160, Tempo, 483871
1, 35280, Tempo, 454545
1, 35640, Tempo, 441176
1, 35880, Tempo, 483871
1, 36000, Tempo, 454545
1, 36360, Tempo, 441176
1, 36600, Tempo, 483871
1, 36720, Tempo, 454545
1, 37080, Tempo, 441176
1, 37320, Tempo, 483871
1, 37440, Tempo, 454545
1, 37800, Tempo, 441176
1, 38040, Tempo, 483871
1, 38160, Tempo, 454545
1, 38520, Tempo, 441176
1, 38760, Tempo, 483871
1, 39120, Tempo, 504202
1, 39480, Tempo, 535714
1, 39720, Tempo, 594059
1, 40080, Tempo, 631579
1, 40138, Tempo, 759494
1, 40200, Tempo, 895522
1, 40252, Tempo, 1016949
1, 40320, Time_signature, 4, 2, 24, 8
